Exporter Name,Address,District,State,pin
SAM ROBOTICS AND AUTOMATION,"Pollachi Coimbatore HighWay, Coimbatore, Tamil Nadu 641105, India",,Tamil Nadu,641105
SAMSCO EXPORTS,"near Kunnathery Thikavu, Kunnathery Thikavu, Aluva, Kerala 683106, India",,Kerala,683106
SANTH EXPORTS,"36, Salem Main Rd, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
SATI GRANITES,"Sy.No.566/67 Kamandoddi , Subbugiri, 39/2, Pathakotta Road, Addakurukki, Tamil Nadu 635117, India",,Tamil Nadu,635117
SEALAND KNITWEARS,"18/E, Vaikkal Thottam, Karumarpalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
SEIYON TEX,"GKMR Nagar, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
SHIHAS HOLDING,"Door No.48/1258 A, near Rice Research Station, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",,Kerala,682019
SHREE  ARS KNITS,"Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SHREE KRISHNA OIL INDUSTRIES,"453, Thekuppalayam, Padiyur village, Kagayam Taluk, Tiruppur Dist, Tamil Nadu 638701, India",,Tamil Nadu,638701
SHRI SANTHOSH MEENAKSHI TEXTILES ,"56CJ+CJQ, Nambiampalayam, Tamil Nadu 641654, India",,Tamil Nadu,641654
SIEMEC EQUIPMENTS,"Binanipuram, Edayar, Kochi, Kerala 683502, India",,Kerala,683502
SILVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",,Kerala,679326
SIMPEX TRADING COMPANY,"GROUND FLOOR, PARAKKAT BUILDING, 69/908A, Sebastian Rd, Kaloor, Kochi, Kerala 682017, India",,Kerala,682017
SIVASAKHTI EXPORTS,"40/1-E, Chinnakarai, Karaipudur, Tamil Nadu 641605, India",,Tamil Nadu,641605
SKY IMPEX,"A-6, 2nd Floor, Gemini Parson Complex, 1, Dr MGR Salai, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600006, India",,Tamil Nadu,600006
SOLAI AGRO FRESH P.LTD.,"Bevuhalli, Palacode, Tamil Nadu 636808, India",,Tamil Nadu,636808
SOUMYA CREATION,"No.9/374A, Chinnakarai, Near Park College, Veerapandi (PO Karaipudur, Palladam Main Rd, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641605, India",,Tamil Nadu,641605
SOUTHERN TRADE WING P.LTD.,"Sneha Nagar Rd, Karunagappalli, Kerala 690544, India",,Kerala,690544
SPIC FASHIONS ,"SF NO-459/3 KODESWARA NAGAR, Kovil Vazhli - Muthanapalayam Road, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
SREE AGASTHIYAR CREATIONS,"49FF+J3H, Parappalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
SREE SANTHOSH GARMENTS,"No 9b, PN Rd, MGR Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
SREE WIN TEX,"No - 5f, Semmedu Thottam, Kangayam Rd, Venkateshwara Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
SRI AMMAN AGENCIES,"10B, Murugesan Rd, Kanna Bala Nagar, Ashoka Nagar, Sri Sakthi Nagar, Balavinayagar Nagar, Chennai, Tamil Nadu 600106, India",,Tamil Nadu,600106
SRI DURGA AGRO EXPORTS,"S.No. 573/2, 573/3c, 575/2 Kottaikattiyur Road,Thennampatti Village Vedasendhur, Taluk, Thennampatti, Tamil Nadu 624802, India",,Tamil Nadu,624802
SRI GUNA VILAS,"15, Elukadal Agraharam Street, near Nandhi Statue, Madurai Main, Madurai, Tamil Nadu 625001, India",,Tamil Nadu,625001
SRI LAKSHMI VISHNU STEEL CORPORATION,"Old No. 237 New, No. 6, Chellappa Gounder St, Kattoor Main, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu,641009
SRI MALLI PATSION,"29, Reddy St, North High Court Colony, Ambedkar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",,Tamil Nadu,600049
SRI SAKTHI VINAYAKA TEXTILES,"Chinnamarkkuthottam,pethamuchipalayam, Ayyampalayam, Mangalam, Tamil Nadu 641663, India",,Tamil Nadu,641663
SRM TRADERS,"No:64, 44, Malayaperumal Street, George Town, Chennai, Tamil Nadu 600001, India",,Tamil Nadu,600001
SRV KNITT GARMENTS,"8/1, Kongu Main Rd, East 1st, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
SSM WEAVING MILLS,"25, Bungalaw street PO, Avinashi - Tiruppur Rd, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
STANDARD AGRO TECH,"Dropped pin near, Q22P+832, Link Rd Sulakkal to NH 83, Kovilpalayam, Tamil Nadu 642110, India",,Tamil Nadu,642110
SUDARSAN CLOTHING COMPANY,"8A athimara-thotam,, sirupuluvapatti Ring Road,, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SUMY APPARELS,"5th St, PN Rd, behind shanthi theater, MGR Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SUNWIN IMPEX,"2, Avinashi - Tiruppur Rd, Kumar Nagar, Park Avenue, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
SURABHI TRADE CENTRE,"5VH7+CX9, Ramanattukara, Kozhikode, Kerala 673633, India",,Kerala,673633
T.R.PACKING PRODUCTS,"Punnapra North, Alappuzha, Kerala 688003, India",,Kerala,688003
T.S.K.GARMENTS,"03, Poonthottam Rajammal Layout, Kumar Nagar, Murungapalayam, M.N.Sivasubramanian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
TAK AUTOMATION,"36C-Block A, Periya Thottam, Kurumbapalayam Rd, Athappa, Rangasamy Gounden Pudur, Irugur, Tamil Nadu 641103, India",,Tamil Nadu,641103
TAKE OFF SPORTS,"Pala - Marangattupilly - Kozha Road, [no name], Vellappadu, Pala, Kerala 686575, India",,Kerala,686575
TEMPROZE BUSINESS ASSOICATES,"Door No. 5/202B, Chemanad, Varikoli, Post, Puthenkurish, Kochi, Thiruvaniyoor, Kerala 682308, India",,Kerala,682308
THEERTHASHRI EXPORTS,"3/145, East St, Gurusamipalayam, Rasipuram, Tamil Nadu 637403, India",,Tamil Nadu,637403
TIRUPUR KNIT FASHIONS,"Shop No. 109/22A, Khadar Lane, Angeripalayam Main Rd, S S Nagar, Weavers Colony, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
TRENDS IMPEX,"39. A. Kamarajapuram East, Sengunthapuram Post, Kamarajapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
TROPPY FOODS,"IX/235 - B, Manjapra P.O, Chandrapura, Manjapra, Kerala 683581, India",,Kerala,683581
TRUSERVE ENGINEERS,"47C, Kalapatti Main Rd, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
TWO LINE EXPORTS,"710-3 bharathiyar street pamban, Rameswaram, Pamban, Tamil Nadu 623521, India",,Tamil Nadu,623521
UNITED KNITTING MILLS,"5973+P89, Unnamed Road, Ponnamal Nagar, Sathya Colony, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
UNITY EXPORTS,"1/129, NH 7, vennaimalai post, Salem Bypass Rd, Karur, Tamil Nadu 639006, India",,Tamil Nadu,639006
UNIVERSAL PACKS,"V8V7+FCV, Kumbalam, Kochi, Kerala 682506, India",,Kerala,682506
V K A POLYMERS,"NO.137/9 Cheran Nagar, Chinna Andan Kovil Rd, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
V TROK CONTROLS,"187/2A, SNMV College Rd, Malumichampatti, Tamil Nadu 641050, India",,Tamil Nadu,641050
V.P. KNIT FASHIONS,"81/A Ranganathapuram Extn, Kongu Main Rd, NRK Puram, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
V.R.INTERNATIONAL,"6/74, Church St, Senneer Kuppam, Poonamallee, Chennai, Tamil Nadu 600056, India",,Tamil Nadu,600056
VAIGHAI AGRO PRODUCTS LTD.,"46MJ+29X, Valayapatti, Karattuppatti, Tamil Nadu 637002, India",,Tamil Nadu,637002
VALGA COATS,"Plot no-27, sidco industrial Area, Angamaly, Kerala 683572, India",,Kerala,683572
VALIANT EXIM,"No 5, valavanthan 1st cross street,, New, Vilangudi, Madurai, Tamil Nadu 625018, India",,Tamil Nadu,625018
VARISH TRADERS,"Old Passport Office Building, Big Bazaar Rd, Big Bazaar, Kuttichira, Kozhikode, Kerala 673001, India",,Kerala,673001
VARM KNITWEARS INC.,"1, 1350 A, Palavanjipalayam Ring Rd, Deepa nagar, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
VARSHA KNIT FASHION,"497/10, (376-G) R. Muthusamy & Bros. Industrial Complex, Palladam Main Rd, Arulpuram, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
VASAKTHI INDIA MACHINE WORKS P.LTD.,"63/6, Chennai - Tiruttani Hwy, Tass Industrial Estate, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058, India",,Tamil Nadu,600058
VEEKESY PLASTOMERS INDIA P.LTD.,"5/46, Vadakkuthottam Rd, Coimbatore, Malumichampatti, Tamil Nadu 641021, India",,Tamil Nadu,641021
VELAN TRADERS,"Uthukuli Rd, KPN Colony, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
VELMURUGAN APPARELS,"RK Shanmugam Salai, Sowbhagya Colony, Sector 4, K. K. Nagar, Chennai, Tamil Nadu 600078, India",,Tamil Nadu,600078
VENGINISSERY SERVICE CO-OP.BANK LTD.,"Kongad West, Kerala 678631, India",,Kerala,678631
VEWIN EXIMS,"396J+M99, Veerapandi - Kovilvazhi Rd, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
VICTORY SALES ASSOCIATES,"Sreekala Rd, Vennala, Ernakulam, Kochi, Kerala 682028, India",,Kerala,682028
VIJAYADHITH EXPORTS,"No. 27, Selvapuram Layout, Chinnampalayam, Annamalai Nagar, Pollachi, Tamil Nadu 642001, India",,Tamil Nadu,642001
VINGINISSERY SERVICE,"Venginissery, Paralam, Kerala, India",,Kerala,686012
VIVIN TEX,"1/999-B3 Lakshmi Ammal Nagar Anna Nagar East, Post, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
VPR TEXTILES,"Marudhasalapuram Main Road, Postal Colony, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
VSM WEAVESS INC.,"9QR8+7WJ, Pallipalayam Agraharam, Tamil Nadu 638008, India",,Tamil Nadu,638008
WADAKKANCHERY SILK GARDEN P.LTD.,"Wadakkanchery, Kerala, India",,Kerala,682002
WINPRO FASHION,"311/1,PALLAKATTU THOTTAM, 15, VELANPALAYAM ROAD, ANUPERPALAYAM, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
WINSTON SOURCING INDIA,"NO: 20/1, Swarnapuri Avenue, 15, 2nd St, Pudhu Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
WINTRACK KNITS,"38JW+X4X, Thennampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ZAAS INTERNATIONAL,"Kadashikkadav, 8th mile, Chettukuzhi, Kadasikkadavu, Kerala 685551, India",,Kerala,685551
ZAHRA HOLIDAYS,"2X2W+34G, Tirur - Malappuram - Manjeri Rd, Choothupara, Kottakkal, Changuvetty, Kerala 676503, India",,Kerala,676503
ZAMCO FOODS,"20/A, Avaniyapuram Bypass Rd, MGM Nagar, Avaniyapuram, Tamil Nadu 625012, India",,Tamil Nadu,625012
ZEN TECH ENGINEERING,"78,Rathnagiri Road, near N.R.Kalyana Mandapam, T-Nagar, Villankurichi, Coimbatore, Tamil Nadu 641035, India",,Tamil Nadu,641035
ZODIAC ADVERTISERS,"5TH FLOOR, Zodiac Square, Sahodaran Ayyappan Rd, near KADAVANTHRA JUNCTION, Kadavanthra, Kochi, Kerala 682020, India",,Kerala,682020
A.A. EXPORTS,"X772+4RX, Pullupalam Rd, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
A.S.PRINTERS,"Jai Rani Rd, Thodupuzha, Kerala 685608, India",,Kerala,685608
AARADHANAA COTTON MILLS,"No.3/400, Rayakattai, Uthukuli Rd, Parappalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
AASTRO EXPORTS,"3/703 morattu palyam, road, V K Sakthi Nagar, Vavipalayam, Tiruppur, Tamil Nadu 641666, India",,Tamil Nadu,641666
AAVEES FLOOR COVERING,"near Iron Bridge, Pullurithakary, Cherthala, Kerala 688524, India",,Kerala,688524
ABHI FINE PRODUCTS,"18, 19, 2nd Cross Rd, Near Signal, Santhi Nagar, Avarampalayam, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
ABP RETAILS LLP,"MSF Complex,12, Panthrand, Kaipamangalam, Kerala 680681, India",,Kerala,680681
ACCURA FABRIL AND TECH,"2/216, Krishnarayapuram, Illango Nagar, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
ADEPT MED DEVICES LLP,"Ground Floor, Pace Gardens, 63/792A, Mini Bypass, Sarovaram, Kozhikode, Kerala 673004, India",,Kerala,673004
ADHYA FABRICATIONS,"15, Irvin road Periyanaickenpalayam P.O, Tamil Nadu 641020, India",,Tamil Nadu,641020
ADITHYA GARMENTS,"Koduvayur Main Rd, Koduvayur, Kerala 678501, India",,Kerala,678501
AFYUN PLYWOOD INDUSTRIES,"3488+7XV, Sengodagounden Pudur Rd, MuthugoundanPudur, Tamil Nadu 641062, India",,Tamil Nadu,641062
AGASTHYA AYURVEDIC HOSPITAL,"HQ82+425, Ponkunnam, Kerala 686506, India",,Kerala,686506
AGRIPRO INDUSTRIES,"2/34-1, Modakupatti, Deepalapatti Post, Taluk, Udumalaipettai, Deepalapatti, Tamil Nadu 642132, India",,Tamil Nadu,642132
AGUA ENGINEERING,"6985+4VH Agua Engineering, Peechanicadu, Angamaly, Kerala 683572, India",,Kerala,683572
AIRMECH ENGIEERS,"270 Sri Balaji Complex 1st Floor, 7th St Extension, Gandhipuram, Coimbatore, Tamil Nadu 641012, India",,Tamil Nadu,641012
AKR INDUSTRIES P. LTD.,"2, 385 G, PN Rd, Vengamedu, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
AKSHAYA FIBRE,"67/1A, J.Krishnapuram road S.ayyampalayam, tk, post, Sulur, Jaykarinapuram, Tamil Nadu 641671, India",,Tamil Nadu,641671
AL ASHWIN INDIA SOURCING LTD.,"No3, Balaji street, MGM Nagar, Avaniyapuram Byepass Road, M.M.C.Colony, MGM Nagar, Madurai, Avaniyapuram, Tamil Nadu 625012, India",,Tamil Nadu,625012
AL-HASANAATH GLOBAL,"I-289/A,M.S. Lane Adivaram, N.A.D.P.O, Aluva - 683 563, Edathala, Kerala 683563, India",,Kerala,683563
AMBIT N  LIFESCIENCES,"Door No 130, Mangattiri, Tirur, Kerala 676105, India",,Kerala,676105
AMK TRADERS,"4614, Market Rd, Shenoys, Kochi, Kerala 682031, India",,Kerala,682031
AMOGAH EXPORTS,"No.280, Subhadraa Towers 2nd Floor, BS Sundaram Road, Uthukuli Rd, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",,Tamil Nadu,641601
ANKUSAM ENGINEERING P.LTD.,"1/439,indian bank, post 641 062, Avinashi Rd, Chinniyampalayam, Coimbatore, Tamil Nadu 641062, India",,Tamil Nadu,641062
ANU INDUSTRIES,"No. 121, A-2, Erikarai St, Kundrathur, Chennai, Tamil Nadu 600069, India",,Tamil Nadu,600069
AQUASTAR MARINE EXPORTS,"39-3633, E-1, 4th Landmark Enclave, Valanjambalam, Kochi, Kerala 682016, India",,Kerala,682016
ARM TEXTILES,"9d, 15, Ramakrishnapuram W, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
ARRIKAR FOODS P.LTD.,"Perumbavoor, 19/636, Koovappady, Kerala 683544, India",,Kerala,683544
ASHIQUE EXPORTS P.LTD.,"34VJ+7P, A.Jettihalli, Tamil Nadu 636701, India",,Tamil Nadu,636701
ASPRO WORKWEARS,"9/56A, Kulathupalayam Rd, near BALU AVENUE, Balu Avenue, BK Pudur, Coimbatore, Tamil Nadu 641008, India",,Tamil Nadu,641008
ASV KITCHEN EQUIPMENTS,"36 MahathmaGandhi Road, post, SIHS Colony, Neelikonampalayam, Coimbatore, Tamil Nadu 641033, India",,Tamil Nadu,641033
AUDI  PHARMA INGREDIENTS,"D9/B,27th, 17th Cross St, Maharaja Nagar, Tirunelveli, Tamil Nadu 627011, India",,Tamil Nadu,627011
AUTOKAST LTD.,"SN Puram Post Salem, State Highway 66, Kanjikuzhy, Cherthala South, Kerala 688530, India",,Kerala,688530
AVANI AGRO MILLS,"6FHC+R8W, Kollakode, Ayyampuzha, Kerala 683581, India",,Kerala,683581
AYAMON INDIA POLYMERS,"Paloor Kotta, PP 10-520 B-8, PO, INDUSTRIAL DEVELOPMENT PLOT, Palachode, Kerala 679338, India",,Kerala,679338
AYNGARAN APPARELS,"Swarnapuri Avenue, Ask complex thannerpandal, 48W4+85F, Koolipalayam Ring Rd, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
AYPOLS POLYMERS P.LTD.,"Flat No. B12, 2nd Cross Street, Sipcot Industrial Area, Perundurai, Tamil Nadu 638052, India",,Tamil Nadu,638052
BAARGA DIE CASTING,"103, Subagaesh Industrial Estate, PO, Kuppepalayam, Kovilpalayam, Tamil Nadu 641107, India",,Tamil Nadu,641107
BAKERS PRODUCTS INDIA,"1/1, po, Lakshmi Nagar Main Rd, Edayarpalayam, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu,641025
BATHEL FURNITURE PALACE,"Anappara, opposite to Village Office Anappara, Vellarada, Kerala 695505, India",,Kerala,695505
BAY FILED FOOD INGRDIENTS P.LTD.,"XXV/578F1, 4th Floor, Pathicheril Enclave Kalamassery, Eranakulam, South Kalamassery, Edappally, Kochi, Kerala 682033, India",,Kerala,682033
BESOIN TRENDZ,"9D/1, 1st Cross Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
BICELLI GECO HYDRAULICS INDIA P.LTD.,"2/117c, Kilakku Thottam, Karayampalayam, Mylampatti, GEM Nagar, Coimbatore, Mylampatti, Tamil Nadu 641014, India",,Tamil Nadu,641014
BISMI CASHEW COMPANY,"Mangad P.O, Kilikolloor, Mangad, Kollam, Kerala 691015, India",,Kerala,691015
BLUE HAWK TRADING LLP,"Door no. 2, Padinjarechalil (H, 286, PBK Myna Rd, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",,Kerala,682021
BUHRANI ENGINEERING MART,"81, Chellappa Gounder St, Kaleeswara Nagar, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu,641009
C.C.APPARELS,"State bank colony, 7/1A, opposite Rayapuram Main Road, Rayapuram, Tiruppur, Tamil Nadu COIMBATORE- 641601, India",,Tamil Nadu,641601
CADILLAC AUTOMATION&CONTROLS,"Cadillac Square,Ground Floor, Metro Pillar 333, August Nursing home road, behind Axis Bank, Changampuzha Nagar, P.O, Kalamassery, Ernakulam, Kochi, Kerala 682033, India",,Kerala,682033
CALIX  IMPEX ,"8/42 NACHIMUTHU GARDEN, Tex Park Road, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
CAMELLIA FREZCO,"17/93A1, Goundaiyan thottam, Appanaickenpalayam, Coimbatore, Tamil Nadu 641017, India",,Tamil Nadu,641017
CAPITEVO TRADING LLP,"12 /347 C, Chempu, Maravanthuruthu, Kerala 686608, India",,Kerala,686608
CATCHER OVERSEAS,"Vanjipalayam, Avinashi, Tamil Nadu 641663, India",,Tamil Nadu,641663
CHANGAMPALLY VAIDYA BHAVAN,"Changampally Road, Edakkulam, Thirunavaya, Kerala 676301, India",,Kerala,676301
CHITOOR AGRO PARK,"JQ6V+VP5, SH58, Koottala, Chittalancheri, M. Pudur, Kerala 678704, India",,Kerala,678704
CIRCOR FLOW TECHNOLOGIES,"SF No. 337/2, No.15 Naranapuram Village, Thennampalayam to Annur Road, Ponnandampalayam, Coimbatore, Tamil Nadu 641659, India",,Tamil Nadu,641659
"COCHIN FOOD TECH P. LTD,","Kochi, Kerala, India",,Kerala,688524
COGENT EXPORTS,"Rose Villa, Aarattuvazhi, Kanjiramchira, Alappuzha, Aryad South, Kerala 688006, India",,Kerala,688006
COLONIAL FUSHIONS,"509, 1, G.V. Residency, Sowri Palayam, Coimbatore, Tamil Nadu 641028, India",,Tamil Nadu,641028
COLONIAL LUMBERS LLP,"Ponnurukipara, Poyil, Pariyaram, Kerala 670502, India",,Kerala,670502
COMFORT POLYFOAM TECH LLP,"SURVEY NO 546-2PT, WISE PARK, KANJIKODE EAST P.O, Kanjikode, Pudussery Central, Kerala 678621, India",,Kerala,678621
CONTINENTAL EXPORTS EMPIRE ,"5F84+HJQ, Kalady Cheranaloor Rd, Onampilly, Kerala 683544, India",,Kerala,683544
COOTEX EXPORTS,"1E, AVP Rd, Periyar Colony, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
DAIRY MAN ENGINEERING,"SF no 425/1, 2389+4Q L&T Bye pass, Link Rd, Kamachipuram, Irugur, Coimbatore, Tamil Nadu 641103, India",,Tamil Nadu,641103
DELTA RUBBER FACTORY,"Paika Pinnakkanadu Road, Mallikassery, Kerala 686577, India",,Kerala,686577
DITEYA EXPORTS,"Tharayil Building TC: 65/1873A Ground Floor Thekkumtala Road, PO, Kaloor, Ernakulam, Kochi, Kerala 682017, India",,Kerala,682017
DRONA ENGINEERING,"Opp.Lee fibre Factory, P.O, CMC-21, Cherthala, Nedumprakkad, Kerala 688524, India",,Kerala,688524
ECO CRATE,"SDF Pratheeksha Building, Kinfra Small Industrial Park Koratty P.O, Kinfra Koratty Industrial Area Phase I, Thrissur, Koratty, Kerala 680309, India",,Kerala,680309
ECORA HOME FURNISHING,"Kottembrom, near Zest centre, Vatakara, Kerala 673502, India",,Kerala,673502
EDISON CLOTHING INC.,"Palladam Road, 351, Nochipalayam - Allalapuram Rd, Pothiakattu thottam, Nochipalayam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
EL SHADAAI,"No: B1, 5th Cross Street, Yogam Garden Brindavan Nagar Valasaravakkam, Brindavan Nagar, Chennai, Tamil Nadu 600087, India",,Tamil Nadu,600087
ELECTRO TRADING CORPORATION,"No:58, 9449, Narakathara Rd, off Mahatma Gandhi Road, opposite Shenoys, Shenoys Junction, Shenoys, Kochi, Kerala 682035, India",,Kerala,682035
EMAD EXPORTS,"21/ 433-A, First Floor, Aruvithura Crossway Road, Muhiyadheen, Ninar Juma Masjid, Complex, Causeway Junction, Thekkekara, Erattupetta, Kerala 686122, India",,Kerala,686122
ENDORA INTERIORS,"Varadiyam, Peramangalam P.O, H5Q9+G45, Varadiyam, Kerala 680545, India",,Kerala,680545
ERGON TRADING COMPANY,"5/1, Nehrunagar, Manikarampalayam, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
EURANAUS PLY AND BOARDS LLP   ,"Nooleli Rd, Odakkali, Kerala 683549, India",,Kerala,683549
EXOTIC WOOD ZONE INDIA,"Exotic Wood Zone India Ground Floor, 8/2549, Panakkal Building, MK Raghavan Rd, Pandikudy, Fort Kochi, Kochi, Kerala 682002, India",,Kerala,682002
FABDEC INTERIORS,"28/60, Peechampilly Rd, P.O, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682021, India",,Kerala,682021
FINEESE MARKET LINK,"4, Jawahar Nagar Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695003, India",,Kerala,695003
FINESSE MARKET LINK PVT LTD,"4, Jawahar Nagar Rd, Jawahar Nagar, Sasthamangalam, Thiruvananthapuram, Kerala 695003, India",,Kerala,695003
FIRMER IMPEX ETERPRISES,"282G+MR3, Dr Ambedkar Rd, Vennala, Kochi, Kerala 682028, India",,Kerala,682028
FOREMEX FOODS LLP,"Ground Floor,27/1963, Manath Enclave, Vayu Sena Rd, Thrikkakara, Vazhakkala, Kochi, Kakkanad, Kerala 682030, India",,Kerala,682030
FORMOST POWER SYSTEMS,"Ponnani - Tirur Rd, Keezhillam, Ponnani, Kerala 679586, India",,Kerala,679586
G.R.ACCOUSTICS P.LTD.,"147, PJ Antony Rd, Sonia Nagar, Palarivattom, Kochi, Kerala 682025, India",,Kerala,682025
GANAPATHY RAM TEXTILES,"10/94/1, Sengoda gounden pudur, Arasur, Coimbatore-641407, Tamil Nadu 641062, India",,Tamil Nadu,641407
GLOBAL NATURAL FOOD PROCESSING CO.,"898R+F32, Pradeep Nagar Rd, Vellukkara, Pariyaram, Kerala 680721, India",,Kerala,680721
GOLDEN PRAXIS EXPORTS LLP,"Golden Praxis Exports LLP, Building # 17/1082, Near Maharani Hotel, Op. Sahakarna Bhavan, Puthiyara, Kozhikode, Kerala State 673004, India",,Kerala,673004
GREATING KNITWEAR,"7/11, T S R Layout, 1st Street, Kongu Main Road, Kongu Main Road, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
GREEN WOOD AGENCIES,"GX7X+3C2, Vrindavan, Kerala 671123, India",,Kerala,671123
GRYND FRESH,"12/266, Kundannoor - Willingdon Island Rd, Maradu North, Maradu, Kochi, Kerala 682304, India",,Kerala,682304
HEXAFLOW TECHNOLOGIES,"Madukkarai, Tamil Nadu 641105, India",,Tamil Nadu,641105
HI CARE GLOVES,"Ayyankanal Road Marangattupilly P.O, Elackad, Kerala 686635, India",,Kerala,686635
HI-REXINE&FURNISHING,"458, Mint St, Sowcarpet, George Town, Chennai, Tamil Nadu 600079, India",,Tamil Nadu,600079
HIGHER WORLD EXPORTS,"p.o, Kuttipuzha Nagar, Poothole, Thrissur, Kerala 680004, India",,Kerala,680004
HOPUZ PRINTERS AND PACKAGES,"SH28, Ramanattukara, Neelangoth, Kerala 673637, India",,Kerala,673637
ICONN PLASTICS,"Kinfra Integrated Industrial Park, Unit No. KIIP 13 Palakkad- Ponnani Road, Lakkidi, Kootupatha, Ottapalam, Lakkidi, Kerala 679103, India",,Kerala,679103
ILLUMINATO LIGHTING TECHNOLOGIES,"Ganapathy Housing Unit, Athipalayam Pirivu, Venkatasamy Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
IMS TRADING INDIA LLP,"Room No, AP, Golden Square, 1524 Y, Mukkam Road, near SBI Bank, Areekode, Kerala 673639, India",,Kerala,673639
